year,gdp_per_capita_yearly_growth,name,year_total_gdp,current_total_gdp,iso3166_1_alpha2,population_total,income_per_person,life_expectancy_at_birth,life_expectancy_years,yearly_co2_emissions_1000_tonnes,democracy_score_use_as_color,agriculture_percent_of_gdp,industry_percent_of_gdp,services_percent_of_gdp,agriculture_workers_percent_of_employment,industry_workers_percent_of_employment,service_workers_percent_of_employment,self_employed_percent_of_employment,electricity_generation_per_person,natural_gas_production_per_person,hydro_power_generation_per_person,nuclear_power_generation_per_person,oil_production_per_person,electricity_use_per_person,residential_electricity_use_per_person,working_hours_per_week,gdpperworking_hour_us_inflation_adjusted,latitude,longitude
1926,2.096,India,262800000000,6628000000000,IN,277075018,968.9,27.14,27.14,43827.984,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,79
1927,-0.9735,India,261700000000,6628000000000,IN,278652604,959.4,27.58,27.58,45969.512,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,79
1928,-0.00459,India,263200000000,6628000000000,IN,280239174,959.4,28.03,28.03,44235.021,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,79
1929,3.089,India,272800000000,6628000000000,IN,282507739,989,28.47,28.47,46031.851,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,79
1930,-0.2915,India,275500000000,6628000000000,IN,285470836,986.1,28.93,28.93,46794.587,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,79
1931,-1.999,India,273500000000,6628000000000,IN,289141182,966.4,29.37,29.37,42859.896,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,79
1932,-0.282,India,276200000000,6628000000000,IN,292858718,963.7,29.7,29.7,39849.289,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,79
1933,-1.307,India,276100000000,6628000000000,IN,296624052,951.1,30.03,30.03,39119.556,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,79
1934,-0.4622,India,278400000000,6628000000000,IN,300437797,946.7,30.36,30.36,43681.304,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,79
1935,-2.323,India,275400000000,6628000000000,IN,304300576,924.7,30.69,30.69,45639.482,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,79
1936,2.437,India,285800000000,6628000000000,IN,308213019,947.3,31.01,31.01,44854.744,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,79
1937,-2.999,India,280800000000,6628000000000,IN,312175765,918.9,31.35,31.35,49684.183,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,79
1938,-1.144,India,281100000000,6628000000000,IN,316189461,908.3,31.68,31.68,55621.056,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,79
1939,0.7872,India,287000000000,6628000000000,IN,320254762,915.5,32.01,32.01,54447.616,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,79
1940,1.878,India,296100000000,6628000000000,IN,324372331,932.7,32.33,32.33,57744.249,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,79
1941,0.6373,India,301800000000,6628000000000,IN,328418401,938.6,32.66,32.66,59005.697,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,79
1942,-1.619,India,300400000000,6628000000000,IN,332390595,923.4,32.92,32.92,58947.025,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,79
1943,2.751,India,312300000000,6628000000000,IN,336286486,948.8,32.17,32.17,51338,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,79
1944,-2.198,India,309000000000,6628000000000,IN,340228041,928,32.68,32.68,52504.106,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,79
1945,-2.758,India,304000000000,6628000000000,IN,344215794,902.4,33.67,33.67,58242.961,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,79
1946,-6.357,India,288000000000,6628000000000,IN,348641193,845,33.92,33.92,57546.231,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,79
1947,-0.6771,India,290400000000,6628000000000,IN,353099593,839.3,32.46,32.46,58649.998,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,79
1948,-0.1033,India,293500000000,6628000000000,IN,357915964,838.4,34.17,34.17,58668.333,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,79
1949,1.196,India,301200000000,6628000000000,IN,366721344,848.5,34.67,34.67,61931.963,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,79
1950,-0.8505,India,312800000000,6628000000000,IN,376325200,841.2,34.92,34.92,66658.726,9,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,79
1951,0.6311,India,320200000000,6628000000000,IN,382245303,846.6,35.26,35.26,69779.343,9,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,79
1952,1.047,India,329200000000,6628000000000,IN,388538620,855.4,35.93,35.93,73552.686,9,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,79
1953,4.363,India,349700000000,6628000000000,IN,395160091,892.7,36.62,36.62,74938.812,9,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,79
1954,2.248,India,364100000000,6628000000000,IN,402077026,912.8,37.3,37.3,78803.83,9,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,79
1955,0.5923,India,373100000000,6628000000000,IN,409269055,918.2,37.99,37.99,85510.773,9,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,79
1956,3.708,India,394400000000,6628000000000,IN,416728771,952.3,38.69,38.69,88528.714,9,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,79
1957,-3.022,India,389800000000,6628000000000,IN,424461108,923.5,39.38,39.38,99317.028,9,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,79
1958,5.315,India,418600000000,6628000000000,IN,432481663,972.6,40.08,40.08,103809.103,9,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,79
1959,0.2089,India,427900000000,6628000000000,IN,440813896,974.6,40.8,40.8,109826.65,9,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,79
1960,5.036,India,458500000000,6628000000000,IN,449480608,1024,41.51,41.51,120581.961,9,41.78776,21.81614,31.06755,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,79
1961,0.6882,India,471000000000,6628000000000,IN,458494963,1031,42.24,42.24,130402.187,9,40.85168,22.44275,31.00028,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,79
1962,-0.03611,India,480500000000,6628000000000,IN,467852537,1030,42.99,42.99,143467.708,9,38.81244,23.0864,31.92283,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,79
1963,2.745,India,503900000000,6628000000000,IN,477527970,1059,43.74,43.74,154083.673,9,39.77176,22.90143,30.68922,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,79
1964,5.425,India,542500000000,6628000000000,IN,487484535,1116,44.51,44.51,150647.694,9,41.66122,21.92733,29.9218,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,79
1965,-6.147,India,520000000000,6628000000000,IN,497702365,1047,45.28,45.28,165972.087,9,39.39993,22.6562,30.80013,-1,-1,-1,-1,NA,NA,NA,NA,0.00607,NA,NA,NA,NA,22,79
1966,-1.131,India,525200000000,6628000000000,IN,508161935,1036,46.04,46.04,171765.947,9,40.48557,22.36289,30.51143,-1,-1,-1,-1,NA,NA,NA,NA,0.00914,NA,NA,NA,NA,22,79
1967,5.903,India,568300000000,6628000000000,IN,518889779,1097,46.8,46.8,172238.99,9,43.25927,21.00119,29.41949,-1,-1,-1,-1,NA,NA,NA,NA,0.01092,NA,NA,NA,NA,22,79
1968,0.209,India,582100000000,6628000000000,IN,529967317,1099,47.54,47.54,187336.029,9,42.11216,21.55315,29.63463,-1,-1,-1,-1,NA,NA,NA,NA,0.01104,NA,NA,NA,NA,22,79
1969,4.457,India,621700000000,6628000000000,IN,541505076,1148,48.27,48.27,190724.337,9,41.83379,22.37434,28.9824,-1,-1,-1,-1,NA,NA,NA,NA,0.01242,NA,NA,NA,NA,22,79
1970,2.752,India,653400000000,6628000000000,IN,553578513,1180,49,49,195143.072,9,40.3868,22.69447,29.73917,-1,-1,-1,-1,NA,0.00107,NA,NA,0.0123,NA,NA,NA,NA,22,79
1971,-1.358,India,659400000000,6628000000000,IN,566224812,1164,49.46,49.46,205869.047,9,38.53776,23.38756,30.32413,-1,-1,-1,-1,NA,0.00111,0.00425,1.8e-4,0.01269,98.05646,7.415,NA,NA,22,79
1972,-2.617,India,657100000000,6628000000000,IN,579411513,1133,49.91,49.91,217849.136,9,38.45476,23.40682,30.19885,-1,-1,-1,-1,NA,0.00119,0.00403,1.7e-4,0.01272,100.59517,7.601,NA,NA,22,79
1973,2.321,India,688200000000,6628000000000,IN,593058926,1159,50.49,50.49,224343.393,9,41.63523,22.30999,28.750610000000002,-1,-1,-1,-1,NA,0.00116,0.0042,3.5e-4,0.01214,100.92252,8.01,NA,NA,22,79
1974,-1.142,India,696500000000,6628000000000,IN,607050255,1146,50.99,50.99,231992.755,9,38.63883,23.69729,30.09027,-1,-1,-1,-1,NA,0.00128,0.00395,3.1e-4,0.01234,104.29285,8.725,NA,NA,22,79
1975,6.393,India,758700000000,6628000000000,IN,621301720,1220,51.51,51.51,252201.592,7,35.67495,24.23194,31.53621,-1,-1,-1,-1,NA,0.0016,0.0046,3.6e-4,0.01333,114.89104,9.592,NA,NA,22,79
1976,-0.8891,India,769900000000,6628000000000,IN,635771734,1209,52.09,52.09,263785.645,7,33.82742,25.54231,31.85986,-1,-1,-1,-1,NA,0.0019,0.0047,4.4e-4,0.01362,124.4865,10.22,NA,NA,22,79
1977,5.317,India,830300000000,6628000000000,IN,650485030,1273,52.63,52.63,279051.366,8,35.34948,25.4557,31.09245,-1,-1,-1,-1,NA,0.00198,0.00501,3e-4,0.01566,126.63012,10.76,NA,NA,22,79
1978,3.089,India,876500000000,6628000000000,IN,665502284,1312,53.29,53.29,283096.067,8,33.54124,26.40936,31.23525,-1,-1,-1,-1,NA,0.00216,0.00607,3.6e-4,0.01694,136.3256,11.69,NA,NA,22,79
1979,-7.274,India,832100000000,6628000000000,IN,680915804,1217,53.87,53.87,296891.321,8,31.64056,27.10365,31.98778,-1,-1,-1,-1,NA,0.00263,0.00572,3.6e-4,0.01886,136.15633,12.66,NA,NA,22,79
1980,4.813,India,892800000000,6628000000000,IN,696783517,1275,54.43,54.43,314016.211,8,33.4375,26.4197,31.24807,-1,-1,-1,-1,NA,0.00152,0.00572,3.7e-4,0.01349,142.14888,13.62,NA,NA,22,79
1981,4.078,India,951100000000,6628000000000,IN,713118032,1327,54.97,54.97,338838.134,8,32.07973,27.23663,31.47761,-1,-1,-1,-1,NA,0.00259,0.00595,3.6e-4,0.021,152.36187,15.09,NA,NA,22,79
1982,0.896,India,981900000000,6628000000000,IN,729868013,1339,55.48,55.48,349637.449,8,30.9219,27.27696,32.48422,-1,-1,-1,-1,NA,0.00332,0.00568,2.4e-4,0.02724,158.61361,17.08,NA,NA,22,79
1983,5.818,India,1063000000000,6628000000000,IN,746949067,1417,55.96,55.96,378669.088,8,31.68424,27.42967,31.96138,-1,-1,-1,-1,NA,0.00386,0.00573,4.1e-4,0.03395,166.23757,18.31,NA,NA,22,79
1984,1.611,India,1105000000000,6628000000000,IN,764245202,1440,56.36,56.36,388118.947,8,30.49335,27.8748,32.91523,-1,-1,-1,-1,NA,0.00432,0.00605,4.6e-4,0.03689,183.92265,20.99,NA,NA,22,79
1985,1.794,India,1150000000000,6628000000000,IN,781666671,1466,56.81,56.81,426673.785,8,28.96447,27.74092,33.69993,-1,-1,-1,-1,238.45202,0.00517,0.00559,5.5e-4,0.03864,194.2017,22.86,NA,NA,22,79
1986,2.091,India,1200000000000,6628000000000,IN,799181436,1497,57.27,57.27,457571.927,8,27.78453,27.84438,34.45945,-1,-1,-1,-1,253.60949,0.00707,0.00577,5.4e-4,0.03957,208.70355,25.07,NA,NA,22,79
1987,2.126,India,1253000000000,6628000000000,IN,816792741,1528,57.7,57.7,488481.07,8,27.19312,27.81146,34.84594,-1,-1,-1,-1,273.83936,0.00797,0.00498,5.3e-4,0.03757,220.99976,28.08,NA,NA,22,79
1988,8.125,India,1384000000000,6628000000000,IN,834489322,1652,58.12,58.12,527563.956,8,28.3039,27.83211,34.23597,-1,-1,-1,-1,289.15888,0.00913,0.00594,6e-4,0.03869,240.88265,30.58,NA,NA,22,79
1989,4.444,India,1477000000000,6628000000000,IN,852270034,1726,58.56,58.56,579008.299,8,27.22738,28.70283,34.69057,-1,-1,-1,-1,319.67568,0.01063,0.00624,4.6e-4,0.04042,257.96402,35.99,NA,NA,22,79
1990,3.059,India,1554000000000,6628000000000,IN,870133480,1779,58.99,58.99,619154.615,8,27.20563,28.59178,34.58723,-1,-1,-1,-1,330.70788,0.01246,0.00705,6e-4,0.03927,273.04661,38.13,NA,NA,22,79
1991,-0.4503,India,1579000000000,6628000000000,IN,888054875,1771,59.35,59.35,658189.83,8,27.64743,27.51088,35.54965,-1,-1,-1,86.175,360.85608,0.01359,0.00702,5.3e-4,0.03624,291.95381,41.89,NA,NA,22,79
1992,3.262,India,1664000000000,6628000000000,IN,906021106,1828,59.69,59.69,699087.881,8,26.97636,27.85261,35.69122,-1,-1,-1,86.04,372.12157,0.0149,0.0066,6.4e-4,0.03221,305.53593,45.56,NA,NA,22,79
1993,4.001,India,1765000000000,6628000000000,IN,924057817,1902,60.05,60.05,723697.118,8,27.19083,27.83445,36.40126,-1,-1,-1,85.856,391.94517,0.01484,0.00653,5e-4,0.03017,321.71147,48.66,NA,NA,22,79
1994,5.318,India,1895000000000,6628000000000,IN,942204249,2003,60.42,60.42,764730.848,8,26.69197,28.70178,35.64104,61.94,15.37,22.31,85.315,411.76847,0.01574,0.00752,5.1e-4,0.03436,342.46184,52.78,NA,NA,22,79
1995,5.406,India,2036000000000,6628000000000,IN,960482795,2111,60.77,60.77,811562.105,9,24.738,29.72371,36.38569,-1,-1,-1,85.813,444.72426,0.0176,0.00647,7.1e-4,0.03815,360.04705,55.82,NA,NA,22,79
1996,5.887,India,2196000000000,6628000000000,IN,978893217,2235,61.07,61.07,882324.204,9,25.70922,29.02264,36.65073,-1,-1,-1,85.277,452.76644,0.01885,0.00603,7.9e-4,0.03555,361.0925,58.62,NA,NA,22,79
1997,2.905,India,2302000000000,6628000000000,IN,997405318,2300,61.32,61.32,917685.085,9,24.62522,28.92454,38.17392,-1,-1,-1,85.311,470.37046,0.02011,0.00642,8.7e-4,0.03568,376.80068,62.94,NA,NA,22,79
1998,4.607,India,2451000000000,6628000000000,IN,1015974042,2406,61.65,61.65,936221.77,9,24.65907,28.33548,39.19719,-1,-1,-1,85.17,497.13869,0.02167,0.00701,0.00101,0.03415,387.1969,66.65,NA,NA,22,79
1999,4.198,India,2598000000000,6628000000000,IN,1034539214,2507,61.99,61.99,995766.516,9,23.25324,27.56061,40.69436,-1,-1,-1,85.029,529.08579,0.0218,0.00671,0.0011,0.03346,393.3732,71.12,NA,NA,22,79
2000,2.539,India,2709000000000,6628000000000,IN,1053050912,2571,62.34,62.34,1031853.463,9,21.85737,28.41991,41.269,59.64,16.32,24.04,84.814,542.60434,0.02252,0.00607,0.00138,0.03244,394.96381,75.06,NA,NA,22,79
2001,3.94,India,2863000000000,6628000000000,IN,1071477855,2672,62.67,62.67,1041152.975,9,21.86905,27.55211,42.57182,-1,-1,-1,88.208,546.99217,0.02219,0.00592,0.00156,0.03181,395.10476,77.87,NA,NA,22,79
2002,1.763,India,2961000000000,6628000000000,IN,1089807112,2719,63.06,63.06,1054258.833,9,19.76129,28.77012,43.53843,-1,-1,-1,88.212,559.41092,0.02278,0.00506,0.00153,0.03234,411.9674,80.62,NA,NA,22,79
2003,6.672,India,3208000000000,6628000000000,IN,1108027848,2901,63.46,63.46,1099597.621,9,19.8057,28.59227,43.66964,-1,-1,-1,87.846,575.91513,0.02399,0.00586,0.00138,0.03194,431.84113,85.5,NA,NA,22,79
2004,6.736,India,3477000000000,6628000000000,IN,1126135777,3096,63.83,63.83,1154320.262,9,18.01946,30.4456,42.84523,-1,-1,-1,87.168,601.17973,0.02336,0.00649,0.0013,0.03227,453.01021,89.83,NA,NA,22,79
2005,6.355,India,3754000000000,6628000000000,IN,1144118674,3293,64.23,64.23,1222563.132,9,17.84226,30.72336,42.89448,56,18.8,25.2,86.519,615.85395,0.0233,0.00767,0.00131,0.03052,469.45392,92.67,NA,NA,22,79
2006,8.007,India,4115000000000,6628000000000,IN,1161977719,3557,64.61,64.61,1303717.509,9,17.39412,31.58259,42.73271,-1,-1,-1,85.667,640.37372,0.02268,0.00845,0.0014,0.03102,510.75162,101.4,NA,NA,22,79
2007,7.642,India,4494000000000,6628000000000,IN,1179681239,3828,65,65,1407607.286,9,17.33146,31.73174,42.47581,-1,-1,-1,84.778,673.71589,0.02296,0.00883,0.00124,0.03089,543.35865,108.9,NA,NA,22,79
2008,5.605,India,4815000000000,6628000000000,IN,1197146906,4043,65.39,65.39,1568379.567,9,17.3101,31.69953,44.84268,-1,-1,-1,84.644,689.78168,0.02296,0.00796,0.00108,0.03157,562.89917,110.7,NA,NA,22,79
2009,3.606,India,5059000000000,6628000000000,IN,1214270132,4189,65.81,65.81,1738645.711,9,17.28273,31.14193,45.53126,-1,-1,-1,84.216,724.43518,0.02784,0.00742,0.00133,0.03129,600.2017,NA,NA,NA,22,79
2010,9.684,India,5626000000000,6628000000000,IN,1230980691,4594,66.2,66.2,1719690.988,9,17.51735,30.08268,45.17918,51.52,21.81,26.68,83.376,759.80071,0.03603,0.00803,0.00184,0.03353,642.11162,NA,NA,NA,22,79
2011,6.282,India,6062000000000,6628000000000,IN,1247236029,4883,66.59,66.59,1841776.419,9,17.19197,30.16168,45.44215,-1,-1,-1,80.979,826.708,0.03212,NA,NA,0.03438,698.54781,NA,NA,NA,22,79
2012,3.353,India,6351000000000,6628000000000,IN,1263065852,5047,66.99,66.99,2018503.817,NA,16.84538,29.39853,46.30115,47,24.36,28.64,80.74,861.55445,0.0277,NA,NA,0.03369,724.79119,NA,NA,NA,22,79
2013,2.996,India,6628000000000,6628000000000,IN,1278562207,5198,67.37,67.37,2034752.294,NA,17.14842,28.4049,46.69871,-1,-1,-1,80.349,892.72152,0.02262,NA,NA,0.03322,765.56385,NA,NA,NA,22,79
1801,-1.299,Italy,31900000000,1972000000000,IT,18887712,1820,29.69,29.69,NA,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83333,12.83333
1802,3.289,Italy,33060000000,1972000000000,IT,18953419,1879,29.69,29.69,NA,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83333,12.83333
1803,2.866,Italy,34130000000,1972000000000,IT,19019354,1932,29.69,29.69,NA,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83333,12.83333
1804,4.334,Italy,35730000000,1972000000000,IT,19085518,2015,29.69,29.69,NA,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83333,12.83333
1805,-3.264,Italy,34680000000,1972000000000,IT,19151912,1950,29.69,29.69,NA,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83333,12.83333
1806,2.454,Italy,35660000000,1972000000000,IT,19218538,1997,29.69,29.69,NA,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83333,12.83333
1807,-1.796,Italy,35140000000,1972000000000,IT,19285395,2003,29.69,29.69,NA,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83333,12.83333
1808,5.793,Italy,37300000000,1972000000000,IT,19352485,2115,29.69,29.69,NA,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83333,12.83333
1809,0.2882,Italy,37540000000,1972000000000,IT,19419808,2127,29.69,29.69,NA,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83333,12.83333
1810,-7.759,Italy,34750000000,1972000000000,IT,19491674,1962,29.69,29.69,NA,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83333,12.83333
1811,-3.115,Italy,33780000000,1972000000000,IT,19562329,1897,29.69,29.69,NA,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83333,12.83333
1812,1.929,Italy,34560000000,1972000000000,IT,19636105,1938,29.69,29.69,NA,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83333,12.83333
1813,2.839,Italy,35660000000,1972000000000,IT,19712990,1991,29.69,29.69,NA,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83333,12.83333
1814,1.227,Italy,36220000000,1972000000000,IT,19793068,2015,29.69,29.69,NA,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83333,12.83333
1815,-4.242,Italy,34810000000,1972000000000,IT,19876329,1926,29.69,29.69,NA,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83333,12.83333
1816,-1.582,Italy,34380000000,1972000000000,IT,19962810,1897,29.69,29.69,NA,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83333,12.83333
1817,0.9646,Italy,34830000000,1972000000000,IT,20052546,1915,29.69,29.69,NA,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83333,12.83333
1818,7.325,Italy,37510000000,1972000000000,IT,20145575,2062,29.69,29.69,NA,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83333,12.83333
1819,-0.5935,Italy,37420000000,1972000000000,IT,20241933,2044,29.69,29.69,NA,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83333,12.83333
1820,-0.2985,Italy,37430000000,1972000000000,IT,20341608,2044,29.69,29.69,NA,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83333,12.83333
1821,-1.497,Italy,37110000000,1972000000000,IT,20444686,2009,29.69,29.69,NA,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83333,12.83333
1822,1.216,Italy,37810000000,1972000000000,IT,20551155,2032,29.69,29.69,NA,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83333,12.83333
1823,0.9009,Italy,38390000000,1972000000000,IT,20661099,2050,29.69,29.69,NA,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83333,12.83333
1824,2.381,Italy,39560000000,1972000000000,IT,20774506,2103,29.69,29.69,NA,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83333,12.83333
1825,-1.163,Italy,39350000000,1972000000000,IT,20891413,2074,29.69,29.69,NA,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83333,12.83333
1826,2.647,Italy,40650000000,1972000000000,IT,21011856,2133,29.69,29.69,NA,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83333,12.83333
1827,-1.433,Italy,40330000000,1972000000000,IT,21135871,2097,29.69,29.69,NA,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83333,12.83333
1828,-1.163,Italy,40120000000,1972000000000,IT,21263496,2074,29.69,29.69,NA,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83333,12.83333
1829,-0.5882,Italy,40140000000,1972000000000,IT,21394765,2068,29.69,29.69,NA,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83333,12.83333
1830,-1.183,Italy,39920000000,1972000000000,IT,21529667,2038,29.69,29.69,NA,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83333,12.83333
1831,3.293,Italy,41500000000,1972000000000,IT,21668286,2109,29.69,29.69,NA,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83333,12.83333
1832,1.159,Italy,42250000000,1972000000000,IT,21807810,2127,29.69,29.69,NA,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83333,12.83333
1833,0.2865,Italy,42640000000,1972000000000,IT,21948190,2138,29.69,29.69,NA,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83333,12.83333
1834,0.8571,Italy,43280000000,1972000000000,IT,22089524,2156,29.69,29.69,NA,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83333,12.83333
1835,2.833,Italy,44800000000,1972000000000,IT,22231714,2215,29.69,29.69,NA,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83333,12.83333
1836,-9.366,Italy,40860000000,1972000000000,IT,22374857,2056,29.69,29.69,NA,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83333,12.83333
1837,-2.736,Italy,40000000000,1972000000000,IT,22518905,2003,29.69,29.69,NA,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83333,12.83333
1838,1.875,Italy,41010000000,1972000000000,IT,22663905,2032,29.69,29.69,NA,NA,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83333,12.83333
